Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,122.58000183105469,126.21199798583984,122.19999694824219,125.27999877929688,125.27999877929688,395400
2019-01-03,122.83000183105469,123.61000061035156,117.7699966430664,118.83000183105469,118.83000183105469,721200
2019-01-04,121.25,129.17999267578125,120.30000305175781,126.76000213623047,126.76000213623047,571400
2019-01-07,128.0399932861328,134.0,127.0,133.27999877929688,133.27999877929688,415700
2019-01-08,135.24000549316406,136.8800048828125,132.99000549316406,136.83999633789062,136.83999633789062,458700
2019-01-09,137.07000732421875,138.97000122070312,136.28500366210938,138.41000366210938,138.41000366210938,519900
2019-01-10,137.1999969482422,140.69000244140625,136.0,140.0,140.0,439400
2019-01-11,138.6199951171875,140.1999969482422,136.9499969482422,140.0,140.0,548100
2019-01-14,137.32000732421875,141.53500366210938,136.61000061035156,140.83999633789062,140.83999633789062,907000
2019-01-15,141.41000366210938,147.39999389648438,141.41000366210938,146.0500030517578,146.0500030517578,382800
2019-01-16,146.89999389648438,149.60000610351562,144.4149932861328,144.94000244140625,144.94000244140625,477000
2019-01-17,144.9600067138672,151.00999450683594,144.1699981689453,149.72999572753906,149.72999572753906,426900
2019-01-18,151.9600067138672,158.66000366210938,151.33999633789062,155.27000427246094,155.27000427246094,961500
2019-01-22,153.3000030517578,154.8699951171875,149.05999755859375,151.83999633789062,151.83999633789062,622900
2019-01-23,153.67999267578125,156.94000244140625,150.7100067138672,152.0500030517578,152.0500030517578,626700
2019-01-24,150.6699981689453,152.75,148.27999877929688,149.9199981689453,149.9199981689453,719800
2019-01-25,151.0399932861328,153.61000061035156,150.5800018310547,151.5399932861328,151.5399932861328,524000
2019-01-28,149.1199951171875,151.91000366210938,146.3699951171875,150.1300048828125,150.1300048828125,574900
2019-01-29,149.47000122070312,149.99000549316406,145.64999389648438,146.55999755859375,146.55999755859375,533200
2019-01-30,148.5,152.52000427246094,148.0399932861328,152.11000061035156,152.11000061035156,550300
2019-01-31,153.11000061035156,158.58999633789062,152.89999389648438,158.30999755859375,158.30999755859375,885500
2019-02-01,158.55999755859375,160.88999938964844,155.8800048828125,159.72000122070312,159.72000122070312,877500
2019-02-04,160.5399932861328,165.406005859375,160.33999633789062,163.35000610351562,163.35000610351562,640900
2019-02-05,163.85000610351562,164.5800018310547,162.18099975585938,163.77999877929688,163.77999877929688,690000
