Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,87.52999877929688,91.69000244140625,87.52999877929688,90.91000366210938,83.84243774414062,1225000
2019-01-03,88.41000366210938,90.0,85.69000244140625,85.80999755859375,79.13893127441406,1868400
2019-01-04,87.25,91.37999725341797,87.20999908447266,91.30000305175781,84.2021484375,1692200
2019-01-07,91.2699966430664,93.41999816894531,90.6500015258789,92.5999984741211,85.40104675292969,1333500
2019-01-08,93.48999786376953,93.48999786376953,89.36000061035156,91.12999725341797,84.04534912109375,1847000
2019-01-09,91.97000122070312,94.51000213623047,91.97000122070312,93.4800033569336,86.21265411376953,1471900
2019-01-10,92.54000091552734,93.91000366210938,92.01000213623047,93.70999908447266,86.42478942871094,1131000
2019-01-11,93.05000305175781,94.98999786376953,93.0,94.02999877929688,86.71987915039062,793300
2019-01-14,92.81999969482422,93.5199966430664,91.76000213623047,92.43000030517578,85.24429321289062,899200
2019-01-15,93.22000122070312,93.79000091552734,91.80999755859375,92.5199966430664,85.32730102539062,764400
2019-01-16,91.91999816894531,93.0,90.80000305175781,90.95999908447266,83.8885498046875,1134500
2019-01-17,90.47000122070312,93.01000213623047,89.93000030517578,92.91999816894531,85.69617462158203,1853200
2019-01-18,94.05999755859375,97.11000061035156,93.62000274658203,95.7300033569336,88.28772735595703,1516400
2019-01-22,95.18000030517578,95.18000030517578,92.58000183105469,93.20999908447266,85.9636459350586,1548500
2019-01-23,94.0,94.51000213623047,91.05999755859375,91.8499984741211,84.70938873291016,1361700
2019-01-24,94.72000122070312,98.5999984741211,94.0,98.29000091552734,90.64871978759766,1843700
2019-01-25,100.12000274658203,102.33000183105469,100.08000183105469,101.38999938964844,93.50770568847656,1842000
2019-01-28,99.11000061035156,102.77999877929688,98.6500015258789,101.68000030517578,93.775146484375,1682900
2019-01-29,102.4000015258789,102.43000030517578,100.3499984741211,100.98999786376953,93.13880157470703,1839700
2019-01-30,103.9800033569336,106.37000274658203,101.87000274658203,105.9800033569336,97.7408676147461,2493900
2019-01-31,105.41999816894531,108.6500015258789,104.66000366210938,106.56999969482422,98.28499603271484,2217100
2019-02-01,106.94000244140625,107.68000030517578,106.1500015258789,106.95999908447266,98.64468383789062,1443000
2019-02-04,107.0,107.30000305175781,105.76000213623047,107.02999877929688,98.7092514038086,1499300
2019-02-05,106.9800033569336,107.45999908447266,105.9000015258789,106.77999877929688,98.47867584228516,964100
2019-02-06,106.98999786376953,109.13999938964844,106.9800033569336,107.81999969482422,99.43782806396484,1993000
2019-02-07,106.62000274658203,107.13999938964844,104.80000305175781,105.4800033569336,97.27974700927734,1476800
2019-02-08,103.80000305175781,105.61000061035156,103.44999694824219,105.5999984741211,97.39042663574219,889900
2019-02-11,106.18000030517578,106.5999984741211,105.25,105.62000274658203,97.40885925292969,1046200
2019-02-12,106.80999755859375,107.6500015258789,106.4000015258789,107.19999694824219,98.86604309082031,757000
2019-02-13,107.5199966430664,108.5,107.31999969482422,107.87999725341797,99.49317932128906,1075800
2019-02-14,106.75,108.48999786376953,106.51000213623047,107.13999938964844,99.50244903564453,1013600
2019-02-15,108.26000213623047,108.26000213623047,106.33000183105469,108.19000244140625,100.47761535644531,1401700
2019-02-19,108.5,110.30000305175781,108.0999984741211,108.26000213623047,100.54263305664062,6295900
2019-02-20,108.75,113.31999969482422,108.56999969482422,112.87000274658203,104.82398223876953,3022400
2019-02-21,114.72000122070312,114.72000122070312,111.68000030517578,112.98999786376953,104.9354248046875,2604800
2019-02-22,113.88999938964844,115.55999755859375,113.06999969482422,114.48999786376953,106.3284912109375,4037600
2019-02-25,116.52999877929688,117.44999694824219,115.68000030517578,115.76000213623047,107.50796508789062,1611800
2019-02-26,115.83000183105469,116.55000305175781,115.69000244140625,116.12000274658203,107.8423080444336,1447900
2019-02-27,115.52999877929688,115.7699966430664,112.69999694824219,114.9000015258789,106.70928192138672,2096900
2019-02-28,114.18000030517578,115.66999816894531,113.69999694824219,115.48999786376953,107.25723266601562,1604000
2019-03-01,116.63999938964844,117.62999725341797,115.19999694824219,115.77999877929688,107.52653503417969,1273800
2019-03-04,116.94000244140625,117.75,115.29000091552734,116.70999908447266,108.39025115966797,1366900
2019-03-05,115.88999938964844,116.8499984741211,115.23999786376953,115.23999786376953,107.02503967285156,1445200
2019-03-06,115.43000030517578,115.73999786376953,114.18000030517578,114.5,106.33779907226562,1715000
2019-03-07,115.05000305175781,115.63999938964844,113.29000091552734,114.62999725341797,106.4585189819336,1716200
2019-03-08,113.02999877929688,114.31999969482422,112.41000366210938,113.94999694824219,105.82701110839844,1404600
2019-03-11,114.81999969482422,117.31999969482422,114.69999694824219,116.93000030517578,108.59456634521484,1446200
2019-03-12,117.43000030517578,117.83000183105469,116.16999816894531,116.66999816894531,108.35308837890625,1407300
2019-03-13,117.38999938964844,118.22000122070312,116.16999816894531,116.87999725341797,108.54813385009766,1616000
2019-03-14,116.80999755859375,118.62000274658203,116.54000091552734,117.19000244140625,108.8360366821289,1449000
2019-03-15,118.08999633789062,120.31999969482422,117.83999633789062,119.62000274658203,111.0927963256836,2949800
2019-03-18,119.88999938964844,121.68000030517578,119.36000061035156,119.87999725341797,111.33428955078125,1775500
2019-03-19,119.98999786376953,120.98999786376953,119.7699966430664,120.16000366210938,111.59432983398438,1256100
2019-03-20,120.33000183105469,120.87999725341797,119.04000091552734,119.93000030517578,111.3807144165039,1301800
2019-03-21,120.12999725341797,124.68000030517578,119.9800033569336,123.80000305175781,114.97482299804688,1484500
2019-03-22,122.94999694824219,123.93000030517578,120.31999969482422,120.52999877929688,111.93793487548828,1593000
2019-03-25,120.25,121.0,118.77999877929688,119.4000015258789,110.88849639892578,872400
2019-03-26,120.61000061035156,121.25,119.25,120.04000091552734,111.48287963867188,1079900
2019-03-27,120.16999816894531,120.86000061035156,116.69999694824219,118.0999984741211,109.68115234375,1474300
2019-03-28,118.55999755859375,119.08000183105469,116.43000030517578,117.47000122070312,109.0960693359375,808500
2019-03-29,118.75,119.5999984741211,118.12000274658203,119.41000366210938,110.89777374267578,1219600
2019-04-01,119.87999725341797,122.26000213623047,119.41000366210938,122.16000366210938,113.45173645019531,1239900
2019-04-02,122.72000122070312,122.88999938964844,121.2300033569336,121.94999694824219,113.25669860839844,894300
2019-04-03,123.30000305175781,124.19999694824219,122.68000030517578,124.06999969482422,115.22559356689453,1960900
2019-04-04,124.01000213623047,125.26000213623047,123.0999984741211,123.98999786376953,115.15129852294922,898100
2019-04-05,124.56999969482422,125.5,123.80999755859375,124.33999633789062,115.4763412475586,1145700
2019-04-08,124.0,124.9000015258789,123.19000244140625,124.72000122070312,115.82925415039062,926500
2019-04-09,122.27999877929688,123.55999755859375,121.20999908447266,122.12999725341797,113.42386627197266,1553300
2019-04-10,121.88999938964844,123.62000274658203,121.75,123.33999633789062,114.54759979248047,1060500
